trust_code,trust_name,mrc_off_201718,mrc_off_201819,mrc_off_201920,mrc_off_202021,mrc_off_202122,mrc_off_202223,mrc_off_202324,mrc_on_201718,mrc_on_201819,mrc_on_201920,mrc_on_202021,mrc_on_202122,mrc_on_202223,mrc_on_202324,mrc_service_provision_201718,mrc_service_provision_201819,mrc_service_provision_201920,mrc_service_provision_202021,mrc_service_provision_202122,mrc_service_provision_202223,mrc_service_provision_202324,mrc_type_201718,mrc_type_201819,mrc_type_201920,mrc_type_202021,mrc_type_202122,mrc_type_202223,mrc_type_202324,mrc_total_201718,mrc_total_201819,mrc_total_201920,mrc_total_202021,mrc_total_202122,mrc_total_202223,mrc_total_202324,current_name_in_foi,trust_type_from_foi,trust_epr,in_foi_data,all_admissions_22,emergency_admissions_22,mrc_total_202324_perpatient
RT3,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,488950.0,441040.0,365625.0,349520.0,0.0,0.0,0.0,149850.0,50655.0,45200.0,47455.0,0.0,0.0,0.0,Internal,Internal,Internal,Internal,,,,Mixed,3. Mixed,3. Mixed,3. Mixed,,,,638800.0,491695.0,410825.0,396975.0,0.0,0.0,0.0,,,,False,,,
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,250515.0,238065.0,247849.0,285981.0,302970.0,308744.0,291131.0,1866737.0,1951752.0,2007125.0,2074669.0,1692624.0,1647589.0,1470454.0,Other,Internal,Internal,Internal,Internal,Internal,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,2117252.0,2189817.0,2254974.0,2360650.0,1995594.0,1956333.0,1761585.0,ROYAL CORNWALL HOSPITALS NHS TRUST,Acute,No EPR -  in process of getting one,True,452252.0,452252.0,3.9
RH8,"ROYAL DEVON AND EXETER NHS FOUNDATION TRUST, ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST",196871.0,0.0,7213.0,7213.0,372257.0,216079.0,23295.0,1141494.0,1696474.0,1724885.0,1521461.0,1084754.0,905568.0,1084738.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Paper,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1338365.0,1696474.0,1732098.0,1528674.0,1457011.0,1121647.0,1108033.0,Royal Devon University Healthcare NHS Foundation Trust,Acute,Epic Systems Corporation,True,602744.0,595797.0,1.84
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,0.0,318389.0,483080.0,257204.0,245737.0,269025.0,269025.0,831522.0,2004591.0,780812.0,698260.0,642257.0,680782.0,680782.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,831522.0,2322980.0,1263892.0,955464.0,887994.0,949807.0,949807.0,ROYAL FREE LONDON NHS FOUNDATION TRUST,Acute,Oracle Cerner Corporation,True,764603.0,723996.0,1.24
RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403045.0,1365841.0,1356847.0,0.0,0.0,0.0,0.0,Internal,Internal,Hybrid,,,,,Mixed,3. Mixed,3. Mixed,,,,,1403045.0,1365841.0,1356847.0,0.0,0.0,0.0,0.0,,,,False,,,
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,156000.0,150343.0,153435.0,184928.0,329541.0,125927.0,72951.0,290000.0,316180.0,312443.0,322077.0,305448.0,319012.0,256927.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,446000.0,466523.0,465878.0,507005.0,634989.0,444939.0,329878.0,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,Acute,Generic or In House EPR Provider,True,,,
RRJ,ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0.0,1887.0,3254.0,6544.0,16126.0,364457.0,417998.0,439100.0,454487.0,466514.0,568999.0,544503.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,364457.0,417998.0,439100.0,456374.0,469768.0,575543.0,560629.0,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,Acute,No EPR -  in process of getting one,True,,,
RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,32539.0,10690.0,44830.0,59955.0,46406.0,53278.0,30290.0,614144.0,441907.0,0.0,0.0,0.0,0.0,0.0,Internal,Hybrid,Internal,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,646683.0,452597.0,44830.0,59955.0,46406.0,53278.0,30290.0,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,Acute,Dedalus Healthcare Ltd,True,,,
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,211730.0,186258.0,191739.0,215457.0,237518.0,267042.0,287125.0,690931.0,936232.0,1158610.0,1288752.0,1263884.0,1272182.0,1204000.0,Hybrid,Hybrid,Internal,Internal,Internal,Internal,Internal,Paper,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,902661.0,1122490.0,1350349.0,1504209.0,1501402.0,1539224.0,1491125.0,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,Acute,Oracle Cerner Corporation,True,271079.0,281709.0,5.5
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,208049.0,198298.0,277441.0,288706.0,385470.0,385470.0,385470.0,859655.0,808715.0,529095.0,534306.0,545323.0,458205.0,616771.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1067704.0,1007013.0,806536.0,823012.0,930793.0,843675.0,1002241.0,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,Acute,Oracle Cerner Corporation,True,455943.0,479113.0,2.2
RM3,"SALFORD ROYAL NHS FOUNDATION TRUST, NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST",193179.0,233237.0,233237.0,233237.0,233237.0,2498492.0,2498492.0,0.0,0.0,0.0,1489837.0,6385478.0,6898390.0,6898390.0,Hybrid,Internal,Internal,Internal,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,193179.0,233237.0,233237.0,1723074.0,6618715.0,9396882.0,9396882.0,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,Acute,Altera Digital Health,True,239042.0,287953.0,39.31
RNZ,SALISBURY NHS FOUNDATION TRUST,6200.0,29165.0,35386.0,36940.0,30141.0,50753.0,61603.0,412547.0,706337.0,687929.0,674441.0,794810.0,808551.0,1479315.0,Internal,Internal,Other,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,418747.0,735502.0,723315.0,711381.0,824951.0,859304.0,1540918.0,SALISBURY NHS FOUNDATION TRUST,Acute,Dedalus Healthcare Ltd,True,229884.0,229884.0,6.7
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2397700.0,1135351.0,817116.0,566709.0,472240.0,454700.0,474050.0,1109380.0,473933.0,361459.0,254728.0,240160.0,250275.0,289404.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3507080.0,1609284.0,1178575.0,821437.0,712400.0,704975.0,763454.0,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,Acute,Oracle Cerner Corporation,True,468562.0,476282.0,1.63
RCU,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,0.0,0.0,46474.0,38431.0,44061.0,36216.0,4221.0,55688000.0,631307.0,612142.0,480125.0,602696.0,607821.0,763727.0,Hybrid,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,1. Paper,3. Mixed,3. Mixed,55688000.0,631307.0,658616.0,518556.0,646757.0,644037.0,767948.0,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,Acute,System C Healthcare Ltd,True,,,
TAH,SHEFFIELD HEALTH AND SOCIAL CARE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Internal,Internal,Internal,External,External,External,External,Electronic,2. Electronic,2. Electronic,2. Electronic,2. Electronic,2. Electronic,2. Electronic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,Mental Health and Community (Combined),The Access Group,True,,,
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2072764.0,1044485.0,525017.0,627303.0,437964.0,140273.0,168454.0,3208165.0,2884761.0,2978993.0,2959055.0,3243425.0,3793358.0,4042420.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,5280929.0,3929246.0,3504010.0,3586358.0,3681389.0,3933631.0,4210874.0,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,Acute,Dedalus Healthcare Ltd,True,589214.0,589214.0,7.15
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,0.0,0.0,1783.0,5556.0,5556.0,5556.0,60000.0,1014000.0,444868.0,516780.0,558400.0,558400.0,558400.0,558400.0,Internal,Internal,Internal,Internal,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1014000.0,444868.0,518563.0,563956.0,563956.0,563956.0,618400.0,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,Acute,No EPR -  in process of getting one,True,376758.0,376758.0,1.64
RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,28570.0,28800.0,22505.0,87825.0,87825.0,313353.0,243533.0,322545.0,450000.0,531000.0,541500.0,553840.0,664235.0,896441.0,Internal,Internal,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Paper,3. Mixed,1. Paper,1. Paper,1. Paper,1. Paper,1. Paper,351115.0,478800.0,553505.0,629325.0,641665.0,977588.0,1139974.0,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,Acute,System C Healthcare Ltd,True,486578.0,486578.0,2.34
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,55177.0,65359.0,70334.0,91564.0,53875.0,67100.0,70135.0,54090.0,60990.0,62121.0,68374.0,61731.0,44528.0,22629.0,Hybrid,Hybrid,Internal,Internal,Internal,Internal,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,109267.0,126349.0,132455.0,159938.0,115606.0,111628.0,92764.0,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,Community,The Access Group,True,,,
R1C,SOLENT NHS TRUST,71981.0,83204.0,66826.0,63516.0,62072.0,66994.0,62480.0,53002.0,39584.0,61596.0,27673.0,41186.0,15703.0,31174.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,124983.0,122788.0,128422.0,91189.0,103258.0,82697.0,93654.0,SOLENT NHS TRUST,Mental Health and Community (Combined),TPP,True,,,
RH5,"SOMERSET PARTNERSHIP NHS FOUNDATION TRUST, SOMERSET NHS FOUNDATION TRUST",60798.0,59963.0,67387.0,66220.0,879134.0,836686.0,1598190.0,0.0,0.0,13448.0,12960.0,0.0,0.0,0.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,60798.0,59963.0,80835.0,79180.0,879134.0,836686.0,1598190.0,SOMERSET NHS FOUNDATION TRUST,Acute,IMS Maxims Ltd,True,345723.0,292537.0,4.62
RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,Ambulance,Ortivus UK Ltd,True,,,
RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,Ambulance,Cleric Computer Services Ltd,True,,,
RV5,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Electronic,2. Electronic,2. Electronic,2. Electronic,2. Electronic,2. Electronic,2. Electronic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,Mental Health,Advanced Health and Care Limited,True,,,
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,1219317.0,1165794.0,1142294.0,1206884.0,1270261.0,1297823.0,1760522.0,0.0,286386.0,586688.0,790750.0,843190.0,846202.0,830621.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1219317.0,1452180.0,1728982.0,1997634.0,2113451.0,2144025.0,2591143.0,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,Acute,Alcidion,True,414559.0,381774.0,6.25
R0B,"SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST, SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST ",0.0,0.0,305675.0,474199.0,306977.0,309358.0,528858.0,0.0,0.0,1703707.0,1141689.0,687573.0,651088.0,1154972.0,,,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,,,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,0.0,0.0,2009382.0,1615888.0,994550.0,960446.0,1683830.0,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,Acute,Meditech Group Limited,True,463029.0,438182.0,3.64
RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,187366.0,294552.0,0.0,0.0,0.0,0.0,0.0,102545.0,121232.0,0.0,0.0,0.0,0.0,0.0,Internal,Internal,,,,,,Mixed,3. Mixed,,,,,,289911.0,415784.0,0.0,0.0,0.0,0.0,0.0,,,,False,,,
RJC,"SOUTH WARWICKSHIRE NHS FOUNDATION TRUST, SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST",120102.0,40416.0,129454.0,108796.0,108796.0,108796.0,130902.0,426981.0,986919.0,986919.0,961188.0,961188.0,961188.0,961188.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,547083.0,1027335.0,1116373.0,1069984.0,1069984.0,1069984.0,1092090.0,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,Acute,Dedalus Healthcare Ltd,True,265516.0,273848.0,4.11
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,2. Electronic,2. Electronic,2. Electronic,2. Electronic,2. Electronic,2. Electronic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,Mental Health,The Access Group,True,,,
RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,101290.0,98463.0,82103.0,78149.0,79963.0,69378.0,88315.0,87830.0,76246.0,138680.0,103733.0,113068.0,113044.0,90770.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,189120.0,174709.0,220783.0,181882.0,193031.0,182422.0,179085.0,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,Mental Health and Community (Combined),TPP,True,,,
RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No Data Provided,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,Ambulance,Ortivus UK Ltd,True,,,
RAJ,"SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST, MID AND SOUTH ESSEX NHS FOUNDATION TRUST",18511.0,25789.0,30530.0,299386.0,239415.0,361334.0,419000.0,946817.0,1240256.0,864184.0,3370927.0,3321950.0,3716877.0,4001479.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,965328.0,1266045.0,894714.0,3670313.0,3561365.0,4078211.0,4420479.0,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,Acute,Dedalus Healthcare Ltd,True,1172113.0,1137250.0,3.77
RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,214640.0,220007.0,153342.0,182304.0,200000.0,198493.0,197531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,214640.0,220007.0,153342.0,182304.0,200000.0,198493.0,197531.0,SOUTHERN HEALTH NHS FOUNDATION TRUST,Mental Health and Community (Combined),The Access Group,True,,,
RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,0.0,0.0,0.0,0.0,0.0,3850.0,0.0,231367.0,271001.0,272473.0,286518.0,254361.0,227792.0,0.0,Internal,Internal,Internal,Internal,Internal,Internal,,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,,231367.0,271001.0,272473.0,286518.0,254361.0,231642.0,0.0,,,,False,216575.0,216575.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,630822.0,688000.0,405843.0,546470.0,504318.0,489801.0,1020703.0,255607.0,64000.0,109682.0,109682.0,109682.0,317563.0,2041095.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Other,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,886429.0,752000.0,515525.0,656152.0,614000.0,807364.0,3061798.0,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,Acute,Oracle Cerner Corporation,True,449178.0,441978.0,6.82
RBN,"ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST, MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST",15924.0,15686.0,134521.0,134521.0,116998.0,67905.0,61934.0,675122.0,260781.0,200095.0,204163.0,232273.0,243340.0,529095.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,691046.0,276467.0,334616.0,338684.0,349271.0,311245.0,591029.0,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,Acute,System C Healthcare Ltd,True,353023.0,358764.0,1.67
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,72767.0,0.0,0.0,0.0,0.0,0.0,0.0,150887.0,0.0,0.0,0.0,0.0,0.0,0.0,Hybrid,,,,,,,Mixed,,,,,,,223654.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,False,,,
RWJ,STOCKPORT NHS FOUNDATION TRUST,54385.0,60846.0,45817.0,16675.0,16109.0,15566.0,18311.0,173.0,366881.0,436487.0,1710665.0,1725005.0,1976378.0,2247609.0,Internal,Internal,Internal,Internal,Internal,Internal,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,54558.0,427727.0,482304.0,1727340.0,1741114.0,1991944.0,2265920.0,STOCKPORT NHS FOUNDATION TRUST,Acute,No EPR -  in process of getting one,True,331807.0,338125.0,6.83
RXX,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,300000.0,310000.0,100000.0,100.0,100.0,60000.0,60000.0,200000.0,210000.0,100000.0,0.0,0.0,0.0,0.0,Hybrid,Hybrid,Hybrid,External,External,External,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,500000.0,520000.0,200000.0,100.0,100.0,60000.0,60000.0,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,Mental Health,TPP,True,,,
RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,200514.0,269832.0,277110.0,258344.0,296187.0,2254198.0,401512.0,1668980.0,1841799.0,1873413.0,1885673.0,2172340.0,409349.0,1584317.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1869494.0,2111631.0,2150523.0,2144017.0,2468527.0,2663547.0,1985829.0,SURREY AND SUSSEX HEALTHCARE NHS TRUST,Acute,Oracle Cerner Corporation,True,461430.0,461430.0,4.3
RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,101743.0,89227.0,81452.0,84204.0,75954.0,117133.0,66382.0,293790.0,322130.0,321584.0,307249.0,313152.0,311754.0,309462.0,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,395533.0,411357.0,403036.0,391453.0,389106.0,428887.0,375844.0,SUSSEX COMMUNITY NHS FOUNDATION TRUST,Community,TPP,True,,,
RX2,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,234863.0,218464.0,208449.0,184135.0,219792.0,187386.0,227961.0,101225.0,0.0,0.0,0.0,0.0,0.0,0.0,Extenal,Extenal,Extenal,External,External,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,336088.0,218464.0,208449.0,184135.0,219792.0,187386.0,227961.0,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,Mental Health,Advanced Health and Care Limited,True,,,
RMP,"TAMESIDE HOSPITAL NHS FOUNDATION TRUST, TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST",9752.0,74018.0,68916.0,79338.0,93515.0,102051.0,111844.0,176626.0,1018960.0,1060178.0,932173.0,847254.0,825434.0,863821.0,Internal,Internal,Internal,Internal,Hybrid,Hybrid,Hybrid,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,186378.0,1092978.0,1129094.0,1011511.0,940769.0,927485.0,975665.0,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,Acute,Dedalus Healthcare Ltd,True,247299.0,290440.0,3.95
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,536276.0,622602.0,642093.0,0.0,0.0,0.0,0.0,0.0,37725.0,28418.0,0.0,0.0,0.0,0.0,Internal,Internal,Internal,,,,,Mixed,3. Mixed,3. Mixed,,,,,536276.0,660327.0,670511.0,0.0,0.0,0.0,0.0,,,,False,,,
RNK,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,40000.0,25300.0,25500.0,25500.0,21000.0,21000.0,21000.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1. Paper,3. Mixed,40000.0,25300.0,25500.0,25500.0,21000.0,21000.0,31000.0,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,Mental Health,Advanced Health and Care Limited,True,,,
RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",198987.0,198987.0,198987.0,349000.0,349000.0,359061.0,233487.0,110624.0,110624.0,110624.0,0.0,0.0,0.0,180931.0,Extenal,Extenal,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Paper,1. Paper,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,309611.0,309611.0,309611.0,349000.0,349000.0,359061.0,414418.0,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",Mental Health,Civica UK Limited,True,,,
RBV,THE CHRISTIE NHS FOUNDATION TRUST,44506.0,53599.0,55110.0,62438.0,55074.0,61713.0,80589.0,112361.0,165011.0,227188.0,163471.0,135901.0,121643.0,221608.0,Hybrid,Hybrid,Hybrid,Hybrid,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,156867.0,218610.0,282298.0,225909.0,190975.0,183356.0,302197.0,THE CHRISTIE NHS FOUNDATION TRUST,Acute,Generic or In House EPR Provider,True,,,
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679781.0,1700002.0,2548336.0,1847541.0,1661319.0,1719628.0,1656858.0,Internal,Internal,Internal,Internal,Internal,Internal,Internal,Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,3. Mixed,1679781.0,1700002.0,2548336.0,1847541.0,1661319.0,1719628.0,1656858.0,THE DUDLEY GROUP NHS FOUNDATION TRUST,Acute,Altera Digital Health,True,398671.0,392701.0,4.16
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,435468.0,412553.0,451003.0,451003.0,532040.0,689581.0,461956.0,24742.0,766394.0,882235.0,847310.0,803349.0,688003.0,623320.0,Internal,Internal,Internal,Internal,Hybrid,Internal,Internal,Paper,1. Paper,3. Mixed,1. Paper,3. Mixed,3. Mixed,3. Mixed,460210.0,1178947.0,1333238.0,1298313.0,1335389.0,1377584.0,1085276.0,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,Acute,Oracle Cerner Corporation,True,309014.0,283084.0,3.51
